replicate,sampled_years,threshold
111,2017|2018|2023|2020|2020|2022|2023|2021,z<-2
112,2025|2025|2022|2025|2024|2020|2020|2025,z<-2
113,2023|2021|2024|2020|2022|2025|2018|2022,z<-2
114,2021|2022|2020|2023|2025|2017|2017|2022,z<-2
115,2020|2025|2018|2023|2018|2017|2025|2022,z<-2
116,2021|2024|2023|2025|2022|2025|2020|2021,z<-2
117,2017|2022|2020|2017|2020|2024|2017|2024,z<-2
118,2018|2023|2021|2018|2025|2018|2020|2017,z<-2
119,2025|2022|2017|2023|2020|2023|2018|2021,z<-2
120,2025|2018|2020|2025|2017|2017|2023|2017,z<-2
121,2025|2020|2018|2017|2024|2024|2025|2018,z<-2
122,2017|2018|2021|2020|2025|2017|2022|2022,z<-2
123,2023|2023|2022|2018|2022|2018|2025|2024,z<-2
124,2018|2018|2022|2020|2023|2021|2024|2021,z<-2
125,2021|2023|2024|2017|2024|2017|2025|2021,z<-2
126,2024|2020|2023|2018|2024|2025|2023|2017,z<-2
127,2025|2018|2018|2020|2023|2023|2020|2024,z<-2
128,2021|2024|2022|2020|2023|2021|2018|2020,z<-2
129,2021|2017|2017|2025|2023|2018|2025|2018,z<-2
130,2018|2024|2023|2020|2018|2018|2022|2018,z<-2
131,2021|2022|2022|2022|2020|2020|2021|2025,z<-2
132,2021|2024|2025|2024|2017|2025|2017|2017,z<-2
133,2021|2024|2017|2023|2025|2025|2024|2023,z<-2
134,2022|2022|2018|2023|2021|2020|2025|2025,z<-2
135,2023|2024|2020|2021|2024|2018|2017|2021,z<-2
136,2018|2021|2018|2021|2025|2020|2018|2018,z<-2
137,2025|2020|2024|2022|2020|2018|2024|2023,z<-2
138,2024|2017|2025|2017|2017|2021|2020|2022,z<-2
139,2025|2018|2021|2025|2017|2023|2021|2025,z<-2
140,2018|2025|2024|2023|2023|2017|2024|2017,z<-2
141,2024|2020|2025|2022|2025|2024|2023|2018,z<-2
142,2022|2020|2023|2025|2017|2021|2024|2021,z<-2
143,2017|2020|2023|2023|2021|2022|2020|2020,z<-2
144,2021|2024|2022|2025|2024|2020|2021|2020,z<-2
145,2021|2022|2024|2017|2023|2017|2025|2020,z<-2
146,2018|2022|2018|2025|2017|2021|2018|2024,z<-2
147,2020|2021|2022|2022|2021|2022|2018|2017,z<-2
148,2021|2025|2024|2018|2021|2024|2022|2020,z<-2
149,2017|2021|2021|2017|2024|2020|2025|2022,z<-2
150,2018|2022|2023|2025|2024|2025|2025|2020,z<-2
151,2018|2017|2024|2022|2018|2020|2020|2025,z<-2
152,2017|2017|2017|2017|2017|2017|2018|2022,z<-2
153,2025|2020|2020|2018|2022|2024|2020|2025,z<-2
154,2018|2022|2017|2023|2020|2023|2024|2025,z<-2
155,2025|2025|2022|2017|2017|2018|2017|2024,z<-2
156,2018|2023|2021|2024|2020|2017|2025|2023,z<-2
157,2018|2021|2022|2018|2020|2023|2017|2022,z<-2
158,2017|2021|2018|2021|2020|2024|2024|2020,z<-2
159,2023|2025|2017|2025|2018|2023|2022|2018,z<-2
160,2023|2024|2024|2023|2020|2023|2021|2021,z<-2
161,2020|2017|2022|2022|2025|2020|2020|2024,z<-2
162,2017|2018|2024|2017|2024|2022|2017|2020,z<-2
163,2020|2022|2022|2025|2022|2018|2018|2022,z<-2
164,2017|2017|2022|2024|2023|2023|2017|2023,z<-2
165,2022|2017|2018|2018|2022|2024|2024|2020,z<-2
166,2021|2018|2021|2021|2024|2021|2021|2021,z<-2
167,2017|2018|2021|2018|2025|2020|2017|2025,z<-2
168,2025|2020|2024|2018|2021|2020|2021|2020,z<-2
169,2017|2023|2018|2022|2021|2020|2024|2017,z<-2
170,2021|2025|2023|2025|2017|2017|2018|2023,z<-2
171,2021|2025|2024|2022|2020|2020|2020|2018,z<-2
172,2024|2017|2025|2022|2025|2020|2023|2017,z<-2
173,2020|2023|2021|2020|2020|2017|2021|2018,z<-2
174,2017|2022|2020|2018|2023|2021|2021|2022,z<-2
175,2023|2022|2017|2024|2025|2018|2018|2022,z<-2
176,2023|2021|2020|2025|2024|2017|2018|2017,z<-2
177,2017|2021|2021|2017|2025|2023|2024|2023,z<-2
178,2021|2025|2020|2021|2024|2023|2018|2020,z<-2
179,2020|2018|2017|2021|2022|2018|2025|2024,z<-2
180,2017|2024|2024|2021|2022|2018|2017|2022,z<-2
181,2023|2021|2022|2020|2023|2020|2022|2022,z<-2
182,2025|2018|2025|2017|2022|2018|2022|2025,z<-2
183,2021|2021|2024|2025|2025|2022|2022|2025,z<-2
184,2024|2017|2025|2025|2020|2025|2022|2024,z<-2
185,2024|2020|2023|2017|2022|2021|2022|2023,z<-2
186,2018|2021|2024|2018|2023|2025|2017|2021,z<-2
187,2021|2022|2020|2018|2017|2020|2024|2022,z<-2
188,2021|2018|2022|2021|2020|2022|2025|2020,z<-2
189,2024|2022|2023|2025|2020|2025|2018|2021,z<-2
190,2018|2024|2023|2023|2025|2023|2025|2024,z<-2
191,2025|2024|2017|2025|2024|2025|2020|2022,z<-2
192,2023|2025|2025|2023|2018|2023|2018|2023,z<-2
193,2023|2023|2020|2021|2021|2023|2018|2022,z<-2
194,2017|2023|2020|2017|2020|2025|2021|2018,z<-2
195,2023|2022|2024|2021|2024|2022|2017|2017,z<-2
196,2017|2023|2025|2023|2023|2024|2020|2023,z<-2
197,2017|2021|2024|2021|2017|2018|2022|2021,z<-2
198,2022|2018|2023|2023|2018|2021|2020|2025,z<-2
199,2024|2025|2023|2021|2020|2024|2022|2018,z<-2
200,2023|2018|2018|2020|2017|2022|2020|2021,z<-2
201,2020|2020|2024|2017|2025|2022|2020|2023,z<-2
202,2022|2020|2022|2025|2023|2025|2020|2022,z<-2
203,2022|2017|2025|2018|2022|2023|2017|2025,z<-2
204,2021|2022|2020|2021|2018|2021|2020|2023,z<-2
205,2022|2020|2020|2017|2020|2020|2021|2022,z<-2
206,2018|2020|2021|2021|2024|2018|2022|2023,z<-2
207,2024|2020|2017|2024|2024|2025|2018|2017,z<-2
208,2025|2024|2022|2020|2020|2018|2020|2024,z<-2
209,2017|2021|2017|2020|2018|2018|2022|2018,z<-2
210,2025|2018|2020|2017|2020|2021|2018|2022,z<-2
211,2025|2022|2024|2023|2020|2021|2025|2021,z<-2
212,2023|2020|2017|2024|2024|2025|2024|2023,z<-2
213,2018|2017|2017|2018|2017|2025|2022|2025,z<-2
214,2017|2022|2020|2021|2023|2022|2023|2021,z<-2
215,2022|2020|2017|2020|2022|2022|2024|2025,z<-2
216,2022|2017|2024|2024|2021|2020|2024|2025,z<-2
217,2024|2018|2018|2017|2020|2024|2025|2025,z<-2
218,2020|2022|2023|2022|2018|2021|2022|2018,z<-2
219,2020|2023|2017|2017|2023|2021|2022|2020,z<-2
220,2020|2021|2024|2017|2017|2024|2022|2017,z<-2
221,2021|2018|2022|2018|2017|2024|2022|2017,z<-2
222,2022|2017|2021|2020|2017|2025|2020|2018,z<-2
223,2017|2023|2022|2025|2020|2025|2017|2022,z<-2
224,2020|2017|2023|2022|2021|2021|2020|2020,z<-2
225,2018|2022|2017|2018|2018|2025|2023|2025,z<-2
226,2018|2021|2017|2018|2023|2020|2022|2022,z<-2
227,2017|2021|2021|2025|2021|2023|2018|2018,z<-2
228,2020|2020|2024|2024|2025|2017|2023|2020,z<-2
229,2020|2022|2025|2024|2018|2020|2022|2022,z<-2
230,2024|2021|2017|2023|2018|2023|2021|2020,z<-2
231,2024|2020|2020|2025|2018|2022|2023|2022,z<-2
232,2022|2023|2022|2025|2020|2020|2023|2020,z<-2
233,2025|2022|2024|2022|2025|2020|2020|2018,z<-2
234,2020|2023|2018|2025|2020|2023|2018|2025,z<-2
235,2022|2024|2022|2017|2017|2018|2022|2021,z<-2
236,2025|2025|2018|2025|2025|2022|2017|2024,z<-2
237,2017|2018|2023|2025|2017|2024|2017|2021,z<-2
238,2024|2017|2024|2023|2018|2022|2021|2021,z<-2
239,2023|2020|2024|2017|2022|2018|2017|2021,z<-2
240,2021|2022|2017|2024|2021|2020|2021|2017,z<-2
241,2021|2025|2020|2025|2023|2022|2021|2022,z<-2
242,2018|2024|2018|2022|2017|2020|2021|2022,z<-2
243,2020|2021|2025|2025|2022|2024|2017|2021,z<-2
244,2021|2023|2025|2025|2017|2020|2024|2021,z<-2
245,2022|2024|2021|2017|2023|2022|2020|2017,z<-2
246,2021|2025|2020|2020|2020|2020|2024|2024,z<-2
247,2025|2025|2020|2022|2018|2021|2025|2025,z<-2
248,2020|2024|2017|2021|2022|2017|2020|2021,z<-2
249,2023|2023|2020|2022|2018|2017|2023|2018,z<-2
250,2024|2021|2021|2018|2023|2020|2023|2018,z<-2
251,2020|2023|2025|2018|2020|2017|2021|2017,z<-2
252,2021|2025|2025|2024|2018|2025|2018|2017,z<-2
253,2023|2025|2023|2021|2024|2025|2017|2017,z<-2
254,2024|2023|2020|2018|2021|2021|2018|2024,z<-2
255,2018|2021|2024|2023|2018|2023|2024|2022,z<-2
256,2020|2021|2021|2020|2018|2021|2025|2021,z<-2
257,2025|2018|2020|2018|2022|2017|2018|2021,z<-2
258,2023|2021|2025|2024|2021|2025|2021|2025,z<-2
259,2025|2017|2025|2020|2022|2025|2017|2025,z<-2
260,2018|2021|2024|2018|2017|2025|2018|2024,z<-2
261,2024|2025|2025|2018|2025|2022|2018|2024,z<-2
262,2025|2018|2020|2021|2017|2017|2023|2022,z<-2
263,2025|2018|2025|2025|2021|2017|2025|2024,z<-2
264,2023|2018|2024|2023|2021|2023|2022|2023,z<-2
265,2024|2022|2018|2024|2025|2018|2025|2025,z<-2
266,2024|2025|2024|2024|2021|2025|2017|2018,z<-2
267,2025|2023|2021|2020|2022|2020|2025|2020,z<-2
268,2025|2018|2017|2017|2023|2020|2024|2017,z<-2
269,2021|2025|2021|2021|2024|2021|2023|2025,z<-2
270,2021|2020|2017|2021|2021|2021|2020|2022,z<-2
271,2025|2025|2023|2022|2025|2025|2022|2021,z<-2
272,2018|2020|2017|2023|2018|2018|2021|2020,z<-2
273,2023|2017|2018|2018|2023|2024|2020|2018,z<-2
274,2020|2025|2021|2024|2024|2020|2023|2022,z<-2
275,2022|2022|2024|2018|2024|2021|2018|2018,z<-2
276,2023|2022|2023|2018|2025|2025|2020|2017,z<-2
277,2017|2024|2021|2018|2023|2018|2024|2021,z<-2
278,2024|2018|2021|2023|2025|2023|2017|2017,z<-2
279,2020|2020|2018|2025|2025|2018|2020|2018,z<-2
280,2020|2020|2025|2022|2020|2017|2020|2021,z<-2
281,2024|2022|2021|2021|2020|2022|2024|2022,z<-2
282,2025|2018|2025|2018|2023|2022|2025|2024,z<-2
283,2023|2021|2020|2018|2017|2025|2020|2021,z<-2
284,2017|2018|2023|2021|2024|2021|2017|2023,z<-2
285,2023|2022|2024|2021|2023|2023|2022|2017,z<-2
286,2025|2022|2023|2025|2021|2023|2024|2020,z<-2
287,2020|2024|2020|2020|2025|2023|2022|2022,z<-2
288,2017|2025|2022|2021|2021|2020|2021|2024,z<-2
289,2020|2017|2024|2018|2023|2025|2021|2020,z<-2
290,2024|2024|2018|2025|2024|2022|2025|2021,z<-2
291,2023|2024|2020|2020|2020|2021|2024|2025,z<-2
292,2020|2022|2018|2018|2021|2025|2020|2022,z<-2
293,2024|2017|2021|2023|2023|2017|2022|2018,z<-2
294,2023|2020|2018|2021|2020|2018|2024|2025,z<-2
295,2021|2023|2018|2017|2023|2017|2017|2022,z<-2
296,2018|2024|2022|2020|2023|2024|2023|2022,z<-2
297,2021|2022|2020|2021|2018|2023|2024|2023,z<-2
298,2018|2024|2022|2020|2024|2021|2024|2021,z<-2
299,2021|2021|2021|2020|2025|2023|2017|2020,z<-2
300,2022|2025|2025|2022|2018|2025|2024|2025,z<-2
301,2025|2022|2018|2023|2025|2017|2017|2017,z<-2
302,2022|2018|2018|2025|2025|2021|2022|2021,z<-2
303,2018|2020|2025|2023|2018|2020|2018|2023,z<-2
304,2021|2020|2022|2018|2017|2022|2020|2020,z<-2
305,2020|2022|2020|2018|2023|2021|2025|2023,z<-2
306,2025|2021|2023|2024|2022|2017|2025|2022,z<-2
307,2018|2022|2020|2023|2020|2017|2024|2018,z<-2
308,2021|2018|2023|2024|2017|2018|2021|2020,z<-2
309,2025|2018|2023|2023|2018|2020|2021|2024,z<-2
310,2025|2024|2018|2024|2023|2024|2023|2025,z<-2
311,2021|2023|2017|2023|2021|2023|2025|2020,z<-2
312,2017|2025|2022|2021|2025|2017|2024|2020,z<-2
313,2018|2017|2017|2020|2021|2021|2021|2024,z<-2
314,2021|2020|2025|2024|2018|2024|2018|2022,z<-2
315,2018|2017|2023|2025|2025|2023|2022|2023,z<-2
316,2023|2022|2023|2024|2025|2022|2020|2023,z<-2
317,2022|2022|2017|2022|2017|2020|2024|2017,z<-2
318,2021|2023|2017|2023|2017|2020|2024|2017,z<-2
319,2017|2017|2023|2024|2021|2021|2023|2022,z<-2
320,2022|2023|2018|2025|2020|2025|2017|2018,z<-2
321,2025|2025|2017|2024|2021|2025|2022|2025,z<-2
322,2021|2017|2018|2022|2025|2021|2017|2021,z<-2
323,2024|2022|2025|2022|2025|2025|2018|2018,z<-2
324,2017|2021|2023|2021|2018|2018|2024|2023,z<-2
325,2021|2025|2017|2020|2021|2022|2025|2021,z<-2
326,2025|2021|2025|2020|2020|2020|2024|2024,z<-2
327,2024|2024|2021|2021|2017|2018|2020|2023,z<-2
328,2025|2025|2023|2021|2023|2017|2017|2024,z<-2
329,2021|2024|2018|2022|2020|2017|2021|2025,z<-2
330,2024|2020|2025|2025|2021|2025|2023|2018,z<-2
331,2020|2023|2017|2025|2020|2020|2018|2021,z<-2
332,2023|2021|2022|2018|2020|2017|2023|2020,z<-2
333,2021|2021|2025|2022|2022|2022|2018|2021,z<-2
334,2025|2025|2018|2017|2018|2017|2017|2023,z<-2
335,2017|2025|2017|2018|2018|2021|2018|2025,z<-2
336,2020|2020|2025|2025|2018|2023|2022|2017,z<-2
337,2022|2025|2023|2025|2018|2017|2021|2020,z<-2
338,2021|2025|2025|2025|2021|2024|2017|2024,z<-2
339,2022|2021|2025|2021|2025|2024|2024|2023,z<-2
340,2021|2024|2020|2024|2017|2018|2024|2021,z<-2
341,2025|2022|2025|2017|2021|2023|2025|2021,z<-2
342,2020|2020|2024|2018|2021|2022|2023|2018,z<-2
343,2024|2021|2024|2017|2020|2020|2024|2021,z<-2
344,2022|2023|2020|2023|2017|2024|2022|2024,z<-2
345,2021|2022|2020|2023|2024|2022|2024|2022,z<-2
346,2020|2023|2018|2025|2020|2021|2025|2023,z<-2
347,2018|2024|2017|2018|2021|2022|2022|2023,z<-2
348,2020|2024|2024|2023|2022|2022|2021|2020,z<-2
349,2017|2024|2021|2020|2020|2024|2022|2021,z<-2
350,2018|2021|2025|2017|2022|2023|2018|2023,z<-2
351,2024|2018|2023|2018|2022|2023|2021|2025,z<-2
352,2020|2022|2024|2025|2024|2025|2022|2024,z<-2
353,2024|2020|2024|2017|2024|2025|2020|2023,z<-2
354,2018|2022|2018|2020|2021|2018|2018|2022,z<-2
355,2022|2018|2025|2022|2017|2020|2021|2022,z<-2
356,2018|2023|2021|2024|2024|2023|2020|2023,z<-2
357,2021|2024|2021|2017|2021|2024|2022|2025,z<-2
358,2024|2022|2018|2023|2025|2017|2023|2024,z<-2
359,2025|2020|2020|2022|2022|2023|2025|2022,z<-2
360,2024|2021|2023|2017|2018|2024|2021|2021,z<-2
361,2021|2022|2025|2017|2023|2017|2020|2020,z<-2
362,2017|2024|2018|2020|2021|2024|2021|2018,z<-2
363,2024|2024|2018|2023|2023|2021|2024|2022,z<-2
364,2020|2018|2025|2018|2023|2020|2017|2018,z<-2
365,2018|2025|2021|2017|2018|2024|2022|2024,z<-2
366,2017|2025|2017|2021|2023|2021|2018|2018,z<-2
367,2025|2023|2025|2021|2018|2023|2024|2017,z<-2
368,2025|2023|2023|2022|2021|2022|2020|2024,z<-2
369,2021|2022|2022|2023|2022|2022|2024|2022,z<-2
370,2025|2022|2022|2022|2020|2022|2024|2022,z<-2
371,2025|2021|2017|2022|2022|2020|2022|2020,z<-2
372,2024|2025|2018|2018|2018|2021|2023|2018,z<-2
373,2020|2022|2021|2017|2018|2018|2025|2024,z<-2
374,2017|2023|2024|2025|2020|2017|2025|2021,z<-2
375,2018|2025|2018|2021|2022|2017|2024|2023,z<-2
376,2025|2023|2021|2023|2022|2017|2022|2022,z<-2
377,2025|2023|2025|2024|2021|2018|2022|2024,z<-2
378,2022|2018|2025|2020|2023|2018|2022|2022,z<-2
379,2021|2025|2021|2017|2024|2021|2025|2018,z<-2
380,2023|2023|2023|2021|2023|2021|2023|2022,z<-2
381,2020|2018|2018|2020|2021|2020|2018|2021,z<-2
382,2024|2018|2018|2018|2021|2020|2025|2025,z<-2
383,2025|2017|2023|2020|2021|2017|2024|2020,z<-2
384,2023|2020|2021|2022|2018|2020|2021|2024,z<-2
385,2021|2020|2022|2023|2023|2023|2021|2017,z<-2
386,2018|2024|2021|2020|2024|2018|2020|2021,z<-2
387,2022|2025|2018|2021|2017|2024|2018|2017,z<-2
388,2020|2025|2020|2018|2017|2023|2023|2023,z<-2
389,2018|2022|2022|2024|2025|2025|2025|2020,z<-2
390,2024|2023|2021|2022|2020|2021|2023|2025,z<-2
391,2023|2018|2018|2022|2022|2020|2022|2024,z<-2
392,2020|2021|2021|2023|2023|2018|2017|2021,z<-2
393,2018|2018|2024|2020|2022|2021|2025|2017,z<-2
394,2020|2023|2021|2018|2021|2020|2018|2018,z<-2
395,2021|2018|2020|2025|2022|2018|2021|2025,z<-2
396,2021|2020|2022|2017|2020|2025|2023|2022,z<-2
397,2018|2023|2020|2017|2021|2022|2024|2025,z<-2
398,2025|2025|2021|2021|2023|2023|2022|2025,z<-2
399,2021|2022|2020|2018|2020|2017|2018|2025,z<-2
400,2021|2022|2022|2017|2021|2018|2025|2023,z<-2
401,2025|2024|2018|2017|2018|2020|2025|2020,z<-2
402,2022|2022|2024|2021|2020|2022|2018|2023,z<-2
403,2025|2020|2018|2024|2024|2020|2025|2020,z<-2
404,2018|2022|2020|2022|2025|2023|2022|2021,z<-2
405,2025|2023|2024|2021|2023|2020|2024|2021,z<-2
406,2024|2018|2020|2017|2025|2021|2024|2022,z<-2
407,2022|2022|2025|2017|2025|2023|2023|2017,z<-2
408,2024|2017|2021|2021|2020|2020|2023|2020,z<-2
409,2017|2025|2021|2018|2021|2020|2018|2023,z<-2
410,2017|2023|2017|2018|2017|2020|2025|2017,z<-2
411,2022|2017|2018|2025|2022|2023|2020|2020,z<-2
412,2024|2017|2023|2022|2020|2024|2020|2022,z<-2
413,2024|2020|2023|2017|2022|2023|2025|2018,z<-2
414,2018|2018|2021|2024|2023|2022|2021|2022,z<-2
415,2023|2022|2024|2018|2025|2017|2024|2021,z<-2
416,2021|2025|2025|2023|2020|2021|2020|2023,z<-2
417,2021|2025|2018|2025|2023|2025|2024|2022,z<-2
418,2023|2022|2022|2023|2017|2022|2017|2024,z<-2
419,2017|2018|2022|2020|2022|2021|2021|2022,z<-2
420,2023|2017|2018|2023|2020|2025|2025|2020,z<-2
421,2023|2017|2024|2023|2022|2025|2022|2025,z<-2
422,2018|2024|2022|2020|2018|2021|2023|2024,z<-2
423,2024|2021|2025|2020|2017|2023|2021|2024,z<-2
424,2017|2017|2025|2023|2020|2021|2024|2024,z<-2
425,2025|2024|2023|2023|2021|2020|2017|2021,z<-2
426,2021|2022|2018|2025|2024|2017|2023|2020,z<-2
427,2018|2017|2018|2025|2023|2021|2022|2024,z<-2
428,2021|2024|2023|2024|2020|2021|2020|2017,z<-2
429,2018|2024|2018|2017|2017|2020|2024|2018,z<-2
430,2023|2024|2024|2023|2025|2023|2025|2020,z<-2
431,2022|2021|2018|2020|2021|2025|2022|2024,z<-2
432,2023|2021|2021|2025|2024|2024|2017|2023,z<-2
433,2022|2018|2023|2025|2023|2025|2017|2020,z<-2
434,2017|2024|2018|2025|2023|2023|2022|2022,z<-2
435,2025|2017|2020|2020|2025|2021|2025|2017,z<-2
436,2018|2022|2018|2021|2018|2024|2018|2017,z<-2
437,2022|2017|2018|2023|2023|2025|2024|2024,z<-2
438,2017|2022|2024|2024|2025|2025|2020|2025,z<-2
439,2020|2025|2021|2025|2022|2018|2024|2024,z<-2
440,2018|2021|2023|2023|2025|2025|2017|2021,z<-2
441,2017|2023|2018|2018|2020|2017|2024|2018,z<-2
442,2021|2025|2025|2020|2021|2020|2018|2018,z<-2
443,2025|2023|2025|2020|2022|2024|2023|2021,z<-2
444,2017|2024|2021|2017|2017|2018|2024|2025,z<-2
445,2021|2025|2025|2025|2017|2022|2022|2020,z<-2
446,2018|2020|2025|2024|2017|2020|2025|2024,z<-2
447,2018|2021|2018|2021|2020|2025|2020|2024,z<-2
448,2025|2017|2017|2020|2018|2022|2017|2021,z<-2
449,2023|2024|2021|2017|2022|2018|2017|2024,z<-2
450,2025|2020|2017|2020|2025|2021|2022|2022,z<-2
451,2023|2024|2023|2021|2020|2017|2020|2022,z<-2
452,2017|2025|2018|2020|2017|2025|2022|2024,z<-2
453,2025|2020|2024|2025|2021|2022|2022|2023,z<-2
454,2025|2017|2021|2020|2018|2018|2017|2020,z<-2
455,2024|2022|2017|2024|2024|2024|2025|2020,z<-2
456,2024|2017|2020|2023|2021|2025|2022|2022,z<-2
457,2022|2018|2023|2020|2020|2025|2021|2025,z<-2
458,2020|2020|2025|2017|2017|2023|2018|2024,z<-2
459,2025|2018|2022|2025|2024|2024|2017|2017,z<-2
460,2018|2020|2021|2022|2018|2024|2020|2020,z<-2
461,2021|2023|2018|2024|2017|2018|2023|2025,z<-2
462,2021|2020|2017|2017|2018|2021|2017|2021,z<-2
463,2017|2024|2021|2022|2021|2025|2025|2023,z<-2
464,2018|2022|2017|2022|2020|2024|2021|2018,z<-2
465,2023|2025|2020|2020|2023|2018|2025|2020,z<-2
466,2021|2021|2018|2020|2018|2025|2023|2023,z<-2
467,2022|2024|2025|2023|2020|2024|2017|2018,z<-2
468,2023|2023|2021|2022|2023|2017|2018|2017,z<-2
469,2024|2023|2024|2024|2023|2023|2017|2018,z<-2
470,2022|2022|2022|2022|2017|2025|2018|2022,z<-2
471,2018|2021|2024|2024|2021|2018|2023|2018,z<-2
472,2017|2023|2023|2024|2018|2020|2022|2022,z<-2
473,2023|2018|2025|2023|2025|2022|2021|2017,z<-2
474,2024|2025|2021|2020|2018|2022|2023|2025,z<-2
475,2023|2024|2025|2025|2017|2023|2024|2020,z<-2
476,2017|2020|2020|2020|2017|2018|2024|2023,z<-2
477,2025|2021|2022|2021|2021|2025|2024|2021,z<-2
478,2023|2024|2024|2025|2021|2024|2022|2018,z<-2
479,2021|2021|2025|2017|2025|2023|2021|2021,z<-2
480,2022|2022|2025|2023|2021|2025|2025|2020,z<-2
481,2024|2025|2020|2024|2025|2024|2018|2023,z<-2
482,2018|2024|2024|2018|2025|2020|2018|2024,z<-2
483,2023|2020|2021|2020|2018|2024|2020|2017,z<-2
484,2018|2022|2025|2021|2023|2025|2023|2022,z<-2
485,2024|2025|2018|2024|2017|2020|2021|2022,z<-2
486,2024|2018|2020|2025|2023|2024|2022|2025,z<-2
487,2020|2021|2020|2021|2020|2022|2017|2017,z<-2
488,2018|2023|2018|2020|2021|2018|2024|2021,z<-2
489,2018|2025|2020|2022|2022|2018|2025|2021,z<-2
490,2022|2025|2018|2023|2024|2025|2023|2024,z<-2
491,2022|2025|2018|2021|2024|2022|2023|2025,z<-2
492,2022|2020|2025|2025|2021|2025|2020|2017,z<-2
493,2023|2017|2025|2017|2023|2023|2020|2021,z<-2
494,2023|2024|2017|2017|2021|2017|2021|2018,z<-2
495,2020|2021|2023|2024|2017|2020|2022|2023,z<-2
496,2025|2018|2023|2017|2024|2024|2021|2025,z<-2
497,2020|2022|2021|2020|2022|2017|2017|2023,z<-2
498,2025|2021|2020|2018|2023|2023|2021|2023,z<-2
499,2020|2022|2020|2024|2018|2025|2023|2021,z<-2
500,2024|2023|2018|2017|2025|2021|2023|2017,z<-2
501,2022|2024|2017|2018|2022|2021|2023|2023,z<-2
502,2021|2020|2024|2023|2024|2023|2018|2023,z<-2
503,2020|2020|2020|2024|2018|2018|2017|2021,z<-2
504,2018|2024|2025|2018|2022|2022|2018|2022,z<-2
505,2017|2017|2017|2022|2017|2020|2018|2018,z<-2
506,2025|2022|2022|2024|2023|2018|2024|2023,z<-2
507,2023|2024|2017|2025|2020|2017|2020|2023,z<-2
508,2018|2020|2022|2018|2024|2023|2021|2022,z<-2
509,2023|2017|2017|2020|2022|2025|2021|2017,z<-2
510,2023|2025|2018|2021|2021|2018|2022|2025,z<-2
511,2025|2022|2022|2021|2018|2021|2017|2022,z<-2
512,2024|2024|2018|2023|2017|2023|2024|2018,z<-2
513,2018|2021|2020|2022|2020|2018|2022|2024,z<-2
514,2025|2024|2025|2023|2024|2023|2020|2025,z<-2
515,2020|2022|2017|2021|2020|2022|2017|2020,z<-2
516,2024|2024|2024|2025|2020|2023|2018|2023,z<-2
517,2020|2023|2020|2022|2023|2020|2020|2017,z<-2
518,2018|2023|2023|2023|2017|2024|2021|2025,z<-2
519,2022|2025|2017|2024|2020|2025|2020|2018,z<-2
520,2022|2017|2017|2017|2020|2020|2017|2018,z<-2
521,2024|2022|2024|2020|2020|2018|2023|2023,z<-2
522,2018|2017|2024|2021|2018|2022|2023|2018,z<-2
523,2017|2024|2024|2022|2025|2017|2024|2022,z<-2
524,2023|2025|2017|2018|2021|2021|2021|2025,z<-2
525,2018|2020|2022|2023|2024|2021|2023|2018,z<-2
526,2017|2022|2024|2018|2018|2023|2023|2021,z<-2
527,2020|2018|2020|2025|2022|2021|2022|2023,z<-2
528,2025|2022|2021|2021|2017|2023|2018|2024,z<-2
529,2017|2018|2025|2021|2018|2023|2025|2020,z<-2
530,2024|2025|2021|2020|2018|2024|2017|2018,z<-2
531,2018|2017|2022|2024|2021|2018|2018|2022,z<-2
532,2025|2018|2025|2020|2021|2017|2018|2017,z<-2
533,2025|2017|2025|2018|2022|2022|2017|2025,z<-2
534,2024|2025|2023|2024|2024|2021|2024|2017,z<-2
535,2023|2023|2017|2024|2023|2018|2018|2023,z<-2
536,2021|2017|2017|2024|2020|2017|2022|2022,z<-2
537,2017|2020|2020|2024|2022|2024|2023|2021,z<-2
538,2023|2022|2024|2024|2021|2021|2020|2018,z<-2
539,2020|2020|2021|2020|2020|2024|2023|2025,z<-2
540,2022|2017|2021|2021|2020|2021|2020|2025,z<-2
541,2024|2018|2017|2023|2017|2024|2018|2017,z<-2
542,2022|2021|2024|2022|2025|2017|2017|2023,z<-2
543,2018|2018|2021|2024|2020|2024|2021|2025,z<-2
544,2022|2023|2023|2018|2018|2021|2024|2018,z<-2
545,2022|2024|2024|2022|2024|2018|2021|2018,z<-2
546,2022|2017|2021|2020|2018|2025|2020|2017,z<-2
547,2022|2021|2017|2025|2025|2025|2021|2025,z<-2
548,2023|2020|2022|2022|2018|2020|2022|2018,z<-2
549,2023|2024|2017|2023|2020|2021|2021|2023,z<-2
550,2018|2022|2022|2020|2023|2021|2020|2018,z<-2
551,2025|2021|2022|2024|2025|2022|2023|2023,z<-2
552,2024|2023|2024|2023|2017|2022|2021|2021,z<-2
553,2024|2021|2021|2018|2021|2020|2023|2023,z<-2
554,2018|2024|2018|2018|2024|2024|2022|2017,z<-2
555,2024|2024|2017|2017|2022|2022|2018|2018,z<-2
556,2025|2022|2023|2024|2020|2023|2021|2021,z<-2
557,2025|2022|2021|2025|2024|2025|2023|2022,z<-2
558,2023|2021|2020|2024|2021|2017|2020|2025,z<-2
559,2024|2023|2024|2023|2024|2025|2018|2020,z<-2
560,2024|2025|2018|2025|2020|2022|2020|2020,z<-2
561,2018|2025|2023|2025|2025|2017|2022|2022,z<-2
