replicate,sampled_years
1300,2025|2024|2025|2023|2019|2020|2022|2016|2017|2017
1301,2024|2024|2024|2024|2016|2019|2025|2017|2024|2017
1302,2020|2024|2023|2020|2020|2025|2018|2017|2024|2020
1303,2022|2020|2024|2024|2018|2020|2019|2021|2024|2021
1304,2023|2019|2016|2024|2025|2022|2023|2025|2024|2022
1305,2025|2023|2022|2017|2025|2019|2018|2016|2018|2020
1306,2022|2016|2018|2024|2018|2017|2021|2019|2016|2021
1307,2017|2020|2020|2022|2019|2020|2024|2020|2024|2023
1308,2022|2025|2017|2023|2022|2022|2022|2017|2024|2022
1309,2023|2016|2020|2024|2023|2019|2018|2017|2022|2020
1310,2016|2018|2024|2017|2017|2023|2020|2023|2017|2022
1311,2016|2018|2020|2022|2018|2022|2019|2018|2018|2023
1312,2018|2018|2018|2024|2018|2024|2017|2016|2018|2023
1313,2019|2020|2021|2023|2017|2025|2018|2023|2024|2017
1314,2023|2024|2023|2017|2017|2016|2024|2025|2018|2025
1315,2024|2025|2024|2019|2025|2022|2025|2024|2021|2018
1316,2022|2021|2020|2023|2017|2025|2016|2023|2023|2018
1317,2020|2016|2021|2016|2016|2016|2017|2017|2022|2018
1318,2020|2017|2021|2019|2019|2019|2024|2021|2016|2017
1319,2017|2025|2025|2019|2020|2023|2019|2024|2025|2023
1320,2021|2018|2025|2019|2017|2025|2022|2016|2023|2022
1321,2017|2016|2019|2021|2019|2025|2023|2024|2019|2024
1322,2024|2018|2022|2017|2021|2017|2018|2019|2020|2021
1323,2021|2017|2023|2021|2019|2020|2016|2023|2017|2021
1324,2024|2020|2016|2022|2019|2019|2020|2019|2023|2019
1325,2022|2018|2019|2021|2024|2023|2022|2016|2023|2020
1326,2020|2021|2018|2022|2024|2023|2020|2018|2024|2018
1327,2017|2023|2017|2024|2025|2022|2016|2024|2023|2016
1328,2021|2022|2020|2018|2024|2023|2025|2024|2020|2022
1329,2020|2016|2024|2025|2023|2023|2025|2020|2016|2023
1330,2022|2023|2023|2021|2017|2024|2018|2018|2016|2016
1331,2017|2019|2019|2023|2024|2025|2016|2024|2024|2022
1332,2024|2021|2021|2024|2018|2020|2024|2024|2023|2024
1333,2024|2018|2020|2017|2022|2021|2019|2023|2023|2016
1334,2022|2025|2024|2025|2021|2021|2018|2021|2018|2023
1335,2016|2024|2025|2023|2025|2022|2021|2017|2016|2017
1336,2016|2023|2020|2020|2022|2024|2021|2021|2021|2016
1337,2021|2023|2017|2020|2022|2023|2022|2016|2021|2024
1338,2022|2025|2021|2022|2022|2016|2022|2022|2022|2018
1339,2023|2022|2021|2023|2016|2017|2022|2018|2016|2016
1340,2017|2020|2018|2025|2020|2016|2019|2025|2022|2016
1341,2025|2017|2025|2016|2021|2017|2020|2020|2019|2020
1342,2023|2022|2016|2025|2024|2017|2024|2020|2020|2016
1343,2017|2021|2020|2018|2016|2021|2022|2021|2023|2023
1344,2023|2022|2025|2018|2018|2020|2023|2018|2017|2023
1345,2016|2020|2018|2021|2021|2020|2018|2017|2019|2016
1346,2025|2021|2016|2024|2017|2023|2019|2024|2016|2019
1347,2023|2024|2017|2016|2021|2020|2018|2017|2022|2016
1348,2017|2021|2024|2024|2019|2022|2018|2017|2016|2017
1349,2016|2025|2016|2017|2021|2018|2025|2018|2019|2025
1350,2021|2024|2023|2017|2020|2018|2024|2022|2017|2019
1351,2025|2025|2017|2020|2025|2018|2025|2021|2025|2025
1352,2019|2018|2021|2017|2019|2023|2020|2023|2018|2017
1353,2024|2023|2023|2020|2025|2017|2024|2024|2023|2019
1354,2022|2022|2025|2019|2021|2017|2019|2025|2019|2017
1355,2022|2017|2017|2023|2024|2018|2021|2023|2018|2020
1356,2017|2020|2019|2018|2021|2018|2025|2018|2018|2020
1357,2023|2024|2020|2017|2023|2017|2022|2019|2022|2023
1358,2024|2020|2024|2017|2023|2016|2025|2018|2016|2019
1359,2022|2021|2021|2022|2023|2022|2017|2024|2021|2024
1360,2025|2020|2019|2023|2016|2017|2016|2022|2022|2018
1361,2021|2016|2020|2023|2022|2020|2016|2022|2022|2021
1362,2020|2024|2017|2021|2025|2017|2023|2016|2022|2021
1363,2019|2020|2018|2019|2025|2016|2025|2020|2018|2017
1364,2019|2016|2018|2019|2020|2020|2018|2025|2016|2018
1365,2021|2025|2021|2017|2016|2025|2016|2023|2022|2016
1366,2025|2016|2022|2022|2016|2021|2020|2023|2016|2018
1367,2024|2021|2025|2022|2025|2019|2024|2019|2020|2025
1368,2019|2020|2025|2025|2018|2017|2023|2017|2023|2023
1369,2019|2025|2018|2021|2018|2018|2018|2017|2016|2024
1370,2021|2024|2016|2017|2018|2021|2020|2025|2019|2022
1371,2025|2018|2018|2018|2016|2025|2023|2022|2022|2024
1372,2025|2025|2022|2021|2025|2017|2021|2022|2017|2023
1373,2020|2023|2022|2022|2018|2020|2021|2019|2020|2023
1374,2018|2024|2016|2025|2024|2018|2021|2016|2024|2023
1375,2021|2023|2018|2025|2023|2021|2016|2016|2024|2016
1376,2024|2022|2025|2024|2019|2016|2022|2020|2018|2022
1377,2023|2021|2018|2017|2022|2021|2024|2020|2022|2016
1378,2017|2024|2022|2017|2025|2017|2018|2021|2018|2022
1379,2017|2020|2018|2022|2018|2022|2020|2025|2017|2024
1380,2022|2022|2021|2020|2016|2024|2016|2018|2025|2023
1381,2019|2024|2025|2024|2021|2024|2020|2020|2016|2025
1382,2021|2024|2020|2018|2025|2024|2022|2024|2018|2025
1383,2016|2021|2024|2018|2016|2017|2021|2021|2022|2021
1384,2016|2019|2022|2020|2016|2016|2023|2025|2016|2022
1385,2025|2019|2019|2023|2016|2024|2021|2023|2021|2019
1386,2018|2023|2019|2017|2022|2022|2025|2025|2022|2020
1387,2019|2017|2016|2018|2021|2021|2021|2023|2024|2024
1388,2018|2021|2024|2022|2019|2020|2023|2017|2022|2016
1389,2017|2018|2019|2022|2019|2021|2022|2018|2021|2018
1390,2024|2021|2017|2016|2022|2025|2017|2023|2018|2018
1391,2024|2020|2020|2023|2019|2018|2024|2021|2020|2017
1392,2018|2017|2023|2023|2022|2023|2018|2023|2023|2024
1393,2023|2020|2025|2019|2016|2018|2022|2021|2019|2019
1394,2021|2023|2025|2021|2023|2021|2024|2016|2017|2019
1395,2023|2024|2021|2018|2023|2020|2017|2023|2025|2020
1396,2025|2021|2020|2020|2016|2018|2022|2024|2024|2018
1397,2018|2021|2018|2017|2025|2016|2018|2019|2021|2023
1398,2019|2019|2020|2021|2023|2019|2018|2016|2025|2020
1399,2019|2022|2021|2023|2016|2022|2018|2022|2022|2019
1400,2020|2023|2024|2020|2020|2023|2021|2021|2020|2022
1401,2017|2022|2018|2025|2020|2020|2019|2022|2025|2022
1402,2018|2019|2024|2016|2019|2023|2025|2019|2025|2025
1403,2020|2016|2023|2017|2023|2021|2019|2022|2017|2023
1404,2019|2021|2020|2025|2023|2024|2023|2025|2019|2018
1405,2023|2017|2025|2016|2021|2019|2020|2020|2018|2021
1406,2024|2017|2025|2018|2016|2018|2021|2020|2019|2023
1407,2019|2024|2018|2023|2023|2025|2017|2016|2022|2017
1408,2021|2017|2017|2025|2024|2023|2020|2022|2021|2020
1409,2019|2016|2020|2017|2017|2016|2017|2025|2020|2019
1410,2021|2025|2018|2020|2017|2023|2017|2024|2022|2022
1411,2017|2016|2016|2019|2020|2025|2025|2020|2024|2019
1412,2021|2017|2018|2024|2016|2021|2020|2018|2019|2024
1413,2020|2021|2017|2023|2021|2020|2025|2018|2018|2016
1414,2021|2018|2021|2021|2021|2016|2022|2019|2023|2024
1415,2020|2020|2022|2020|2025|2021|2022|2025|2017|2016
1416,2017|2024|2020|2016|2018|2024|2022|2025|2018|2025
1417,2024|2016|2019|2025|2017|2017|2019|2025|2023|2016
1418,2017|2021|2017|2023|2024|2018|2025|2023|2024|2024
1419,2024|2021|2021|2018|2021|2019|2019|2025|2019|2018
1420,2017|2018|2022|2021|2021|2023|2021|2025|2019|2018
1421,2021|2018|2023|2025|2016|2021|2021|2021|2024|2025
1422,2018|2019|2016|2022|2021|2018|2016|2017|2016|2021
1423,2021|2024|2016|2024|2023|2016|2020|2017|2023|2020
1424,2022|2024|2019|2016|2024|2022|2016|2025|2024|2021
1425,2025|2017|2020|2022|2019|2016|2024|2022|2021|2024
1426,2022|2023|2020|2020|2020|2018|2017|2016|2021|2022
1427,2024|2020|2023|2023|2020|2022|2018|2024|2023|2017
1428,2016|2016|2017|2021|2016|2023|2022|2017|2025|2019
1429,2019|2024|2021|2025|2019|2018|2016|2024|2022|2016
1430,2018|2023|2016|2025|2019|2024|2023|2019|2023|2025
1431,2023|2016|2025|2019|2021|2023|2025|2021|2023|2023
1432,2023|2016|2024|2017|2025|2025|2021|2017|2017|2017
1433,2021|2019|2019|2025|2023|2022|2019|2017|2021|2021
1434,2017|2016|2021|2016|2021|2021|2023|2019|2021|2017
1435,2022|2022|2019|2019|2023|2024|2021|2016|2017|2025
1436,2022|2022|2024|2023|2024|2023|2017|2019|2021|2025
1437,2020|2025|2018|2024|2024|2017|2020|2020|2025|2020
1438,2023|2020|2016|2022|2024|2024|2021|2022|2018|2016
1439,2025|2021|2017|2021|2023|2025|2020|2023|2025|2024
1440,2016|2019|2023|2020|2023|2016|2022|2022|2023|2023
1441,2018|2019|2019|2023|2018|2020|2023|2020|2023|2016
1442,2019|2022|2019|2017|2024|2016|2023|2019|2017|2019
1443,2021|2020|2016|2022|2023|2022|2025|2018|2016|2023
1444,2023|2016|2021|2021|2016|2024|2022|2018|2016|2017
1445,2025|2016|2022|2019|2016|2023|2024|2019|2025|2022
1446,2024|2023|2024|2023|2017|2019|2018|2025|2017|2020
1447,2021|2025|2021|2019|2023|2020|2022|2022|2018|2024
1448,2025|2025|2021|2018|2020|2021|2023|2016|2020|2016
1449,2016|2019|2021|2017|2020|2023|2020|2025|2019|2020
1450,2025|2017|2025|2019|2017|2018|2019|2019|2021|2022
1451,2022|2017|2019|2019|2018|2025|2022|2020|2021|2021
1452,2024|2025|2021|2023|2018|2020|2016|2017|2017|2022
1453,2022|2022|2017|2016|2019|2022|2022|2021|2020|2022
1454,2018|2025|2017|2025|2018|2020|2017|2019|2018|2018
1455,2018|2025|2016|2023|2021|2024|2017|2016|2025|2023
1456,2019|2017|2017|2020|2025|2016|2017|2021|2024|2025
1457,2024|2022|2016|2022|2021|2019|2017|2019|2017|2024
1458,2024|2023|2019|2018|2023|2021|2024|2017|2016|2023
1459,2025|2024|2024|2022|2018|2023|2023|2016|2019|2019
1460,2021|2016|2024|2016|2016|2018|2021|2024|2022|2019
1461,2021|2018|2016|2016|2021|2023|2023|2024|2016|2021
1462,2025|2025|2017|2022|2022|2021|2017|2016|2021|2017
1463,2022|2025|2018|2024|2024|2016|2022|2017|2019|2021
1464,2017|2024|2023|2018|2018|2024|2022|2023|2016|2018
1465,2025|2018|2020|2025|2023|2016|2024|2024|2019|2020
1466,2016|2025|2018|2019|2020|2023|2024|2019|2019|2019
1467,2022|2020|2018|2022|2016|2022|2021|2022|2016|2019
1468,2019|2019|2023|2017|2021|2020|2016|2023|2018|2023
1469,2017|2020|2025|2021|2016|2023|2024|2019|2023|2023
1470,2025|2022|2019|2016|2017|2020|2020|2021|2018|2016
1471,2017|2025|2019|2019|2023|2018|2016|2024|2025|2018
1472,2018|2025|2016|2018|2023|2016|2021|2017|2017|2017
1473,2024|2019|2018|2023|2021|2017|2021|2021|2016|2017
1474,2025|2022|2024|2018|2018|2016|2016|2017|2020|2024
1475,2022|2019|2020|2022|2020|2025|2016|2020|2017|2018
1476,2018|2019|2021|2017|2017|2024|2016|2021|2017|2021
1477,2024|2023|2023|2017|2016|2017|2021|2021|2025|2022
1478,2019|2019|2023|2018|2020|2019|2018|2024|2017|2025
1479,2020|2024|2017|2018|2025|2017|2017|2018|2021|2019
1480,2023|2023|2022|2016|2016|2018|2016|2024|2020|2022
1481,2024|2025|2025|2023|2024|2024|2019|2017|2024|2019
1482,2016|2025|2020|2023|2016|2024|2017|2024|2022|2016
1483,2018|2016|2019|2024|2018|2022|2024|2018|2018|2018
1484,2024|2017|2017|2021|2020|2018|2024|2016|2016|2018
1485,2016|2025|2021|2017|2022|2017|2024|2020|2021|2019
1486,2022|2021|2025|2022|2019|2025|2019|2023|2024|2021
1487,2018|2017|2025|2025|2022|2017|2018|2018|2023|2016
1488,2021|2024|2020|2025|2018|2019|2020|2022|2021|2020
1489,2016|2024|2021|2024|2016|2023|2017|2019|2024|2021
1490,2019|2019|2021|2025|2022|2021|2021|2024|2018|2020
1491,2023|2020|2022|2023|2024|2018|2025|2021|2017|2020
1492,2020|2019|2021|2020|2019|2019|2018|2016|2021|2018
1493,2022|2018|2016|2021|2018|2019|2018|2018|2022|2022
1494,2023|2018|2018|2025|2020|2025|2022|2019|2021|2020
1495,2022|2021|2018|2017|2023|2020|2023|2024|2022|2023
1496,2023|2023|2021|2023|2024|2021|2024|2019|2016|2018
1497,2019|2018|2025|2021|2017|2020|2022|2021|2022|2025
1498,2024|2023|2019|2023|2018|2025|2024|2021|2021|2022
1499,2021|2016|2023|2025|2017|2022|2022|2025|2019|2024
1500,2017|2024|2021|2016|2018|2025|2018|2023|2024|2022
1501,2024|2016|2017|2018|2025|2023|2018|2023|2021|2017
1502,2019|2023|2020|2019|2018|2021|2025|2021|2024|2025
1503,2016|2024|2022|2022|2018|2025|2020|2016|2024|2019
1504,2016|2019|2023|2024|2019|2020|2025|2024|2023|2019
1505,2023|2023|2017|2024|2017|2024|2023|2017|2025|2018
1506,2025|2025|2025|2024|2024|2019|2018|2021|2021|2023
1507,2017|2017|2023|2018|2023|2019|2016|2019|2022|2022
1508,2016|2018|2023|2025|2025|2023|2017|2023|2020|2023
1509,2021|2016|2017|2016|2022|2022|2025|2023|2020|2024
1510,2018|2024|2016|2022|2017|2020|2020|2018|2024|2021
1511,2017|2019|2021|2022|2020|2017|2022|2025|2018|2017
1512,2016|2021|2021|2016|2020|2024|2023|2018|2016|2024
1513,2022|2020|2023|2024|2023|2024|2018|2022|2017|2023
1514,2024|2016|2024|2025|2022|2023|2019|2024|2016|2017
1515,2016|2025|2021|2024|2020|2019|2022|2021|2020|2017
1516,2018|2022|2016|2020|2021|2018|2024|2018|2025|2019
1517,2025|2017|2022|2018|2016|2022|2017|2021|2020|2018
1518,2020|2025|2022|2020|2020|2022|2023|2021|2024|2023
1519,2025|2019|2025|2019|2020|2017|2022|2022|2018|2022
1520,2018|2023|2024|2024|2024|2024|2025|2023|2024|2021
1521,2022|2023|2024|2025|2023|2024|2019|2018|2025|2022
1522,2023|2023|2020|2021|2018|2016|2018|2019|2019|2019
1523,2016|2019|2021|2020|2019|2024|2025|2021|2025|2016
1524,2023|2025|2021|2021|2016|2017|2024|2025|2025|2020
1525,2021|2022|2024|2020|2017|2019|2025|2019|2018|2019
1526,2018|2016|2018|2016|2016|2025|2019|2025|2020|2024
1527,2017|2017|2016|2025|2024|2018|2017|2024|2016|2023
1528,2022|2017|2016|2025|2020|2022|2018|2016|2022|2025
1529,2020|2025|2025|2022|2023|2018|2016|2017|2019|2017
1530,2025|2024|2020|2019|2023|2025|2018|2023|2020|2018
1531,2020|2018|2019|2020|2016|2025|2021|2025|2018|2023
1532,2023|2019|2018|2019|2022|2016|2023|2019|2024|2016
1533,2025|2018|2017|2021|2018|2023|2017|2018|2020|2021
1534,2023|2025|2020|2018|2017|2022|2025|2025|2018|2022
1535,2025|2020|2016|2022|2025|2024|2017|2019|2017|2023
1536,2023|2019|2022|2020|2025|2019|2019|2017|2022|2017
1537,2018|2017|2025|2024|2016|2023|2016|2024|2022|2020
1538,2022|2025|2025|2021|2016|2019|2022|2023|2025|2018
1539,2016|2018|2024|2017|2021|2024|2021|2023|2018|2017
1540,2024|2019|2025|2016|2021|2025|2018|2017|2023|2024
1541,2021|2018|2024|2017|2023|2018|2023|2021|2021|2021
1542,2019|2024|2018|2016|2023|2025|2019|2025|2024|2025
1543,2019|2024|2020|2017|2023|2018|2019|2021|2016|2018
1544,2018|2023|2016|2016|2020|2017|2022|2019|2025|2022
1545,2016|2025|2017|2024|2022|2016|2025|2022|2025|2022
1546,2022|2020|2019|2019|2021|2016|2024|2024|2019|2018
1547,2022|2021|2023|2019|2017|2018|2019|2021|2021|2024
1548,2021|2025|2022|2019|2020|2024|2018|2022|2022|2025
1549,2017|2017|2024|2018|2025|2018|2024|2020|2024|2021
1550,2019|2017|2019|2020|2023|2025|2019|2017|2022|2017
1551,2022|2019|2023|2022|2023|2019|2018|2019|2023|2016
1552,2020|2019|2018|2025|2020|2020|2025|2021|2019|2018
1553,2017|2021|2023|2018|2020|2023|2018|2024|2024|2022
1554,2018|2017|2021|2018|2025|2016|2025|2018|2018|2020
1555,2022|2025|2019|2016|2020|2021|2024|2016|2021|2020
1556,2023|2025|2024|2019|2022|2019|2024|2024|2023|2020
1557,2020|2023|2022|2024|2023|2017|2022|2023|2020|2018
1558,2023|2024|2025|2019|2022|2022|2016|2020|2018|2021
1559,2024|2023|2017|2021|2022|2022|2022|2017|2024|2016
1560,2024|2016|2025|2019|2018|2025|2025|2021|2020|2023
1561,2018|2023|2019|2020|2023|2022|2025|2019|2019|2016
1562,2025|2025|2018|2021|2017|2024|2018|2024|2018|2021
1563,2019|2025|2025|2018|2020|2018|2016|2023|2020|2025
1564,2023|2021|2019|2018|2016|2019|2018|2022|2025|2020
1565,2025|2021|2021|2020|2024|2019|2018|2022|2021|2020
1566,2023|2018|2018|2023|2021|2023|2025|2016|2025|2024
1567,2021|2017|2018|2021|2022|2020|2019|2016|2018|2016
1568,2022|2022|2019|2023|2018|2017|2018|2025|2020|2024
1569,2023|2022|2024|2016|2025|2025|2016|2020|2018|2018
1570,2022|2022|2016|2022|2020|2019|2018|2022|2024|2025
1571,2020|2016|2023|2017|2021|2017|2017|2018|2022|2022
1572,2018|2019|2025|2017|2024|2021|2025|2018|2022|2020
1573,2017|2020|2016|2023|2025|2020|2018|2017|2016|2020
1574,2019|2023|2022|2017|2025|2024|2022|2025|2024|2019
1575,2018|2017|2020|2018|2017|2024|2018|2025|2022|2017
1576,2021|2025|2020|2021|2019|2022|2022|2023|2023|2022
1577,2017|2025|2018|2020|2017|2016|2018|2018|2024|2022
1578,2025|2017|2021|2022|2018|2018|2020|2021|2020|2022
1579,2023|2016|2016|2019|2019|2025|2020|2022|2019|2023
1580,2017|2019|2021|2018|2024|2020|2016|2025|2025|2023
1581,2016|2019|2016|2019|2021|2024|2020|2017|2019|2023
1582,2018|2022|2018|2021|2020|2019|2023|2017|2018|2023
1583,2021|2023|2016|2025|2021|2023|2016|2019|2023|2024
1584,2021|2025|2024|2024|2021|2020|2020|2025|2019|2024
1585,2019|2017|2017|2023|2018|2021|2020|2023|2016|2016
1586,2021|2020|2021|2021|2024|2024|2023|2019|2022|2021
1587,2025|2023|2017|2017|2020|2018|2021|2018|2018|2020
1588,2017|2017|2021|2024|2020|2023|2018|2019|2020|2019
1589,2025|2016|2022|2024|2021|2018|2021|2024|2022|2022
1590,2023|2022|2024|2017|2020|2021|2022|2019|2017|2021
1591,2021|2022|2022|2017|2021|2025|2022|2016|2018|2021
1592,2024|2022|2019|2024|2025|2019|2018|2016|2021|2020
1593,2018|2022|2019|2020|2019|2023|2021|2018|2020|2022
1594,2016|2016|2024|2018|2022|2017|2021|2019|2016|2024
1595,2021|2025|2021|2023|2025|2025|2024|2022|2018|2025
1596,2022|2016|2020|2016|2022|2020|2020|2023|2023|2017
1597,2017|2023|2023|2021|2018|2023|2019|2020|2025|2024
1598,2022|2023|2017|2022|2020|2025|2019|2024|2025|2021
1599,2025|2016|2018|2024|2025|2016|2022|2022|2020|2025
1600,2016|2021|2020|2021|2016|2022|2022|2023|2017|2019
1601,2025|2022|2022|2017|2023|2022|2022|2018|2025|2024
1602,2019|2017|2016|2024|2018|2023|2018|2024|2016|2020
1603,2018|2023|2020|2019|2024|2017|2021|2021|2021|2021
1604,2024|2021|2025|2022|2019|2019|2020|2024|2017|2016
1605,2022|2019|2018|2018|2020|2023|2024|2017|2023|2022
1606,2024|2024|2025|2018|2018|2022|2024|2024|2025|2022
1607,2025|2021|2017|2024|2019|2020|2024|2017|2025|2018
1608,2024|2020|2024|2018|2021|2017|2016|2025|2019|2022
1609,2019|2024|2017|2021|2018|2023|2019|2019|2019|2020
1610,2019|2021|2025|2016|2025|2025|2020|2017|2016|2021
1611,2017|2017|2022|2022|2024|2018|2022|2019|2016|2019
1612,2017|2017|2020|2021|2016|2017|2025|2017|2016|2022
1613,2025|2023|2021|2019|2020|2016|2023|2024|2016|2018
1614,2017|2023|2022|2017|2021|2022|2021|2016|2024|2016
1615,2016|2024|2017|2021|2020|2021|2019|2024|2016|2019
1616,2024|2020|2023|2025|2019|2024|2019|2019|2025|2018
1617,2020|2021|2017|2025|2025|2025|2023|2025|2023|2025
1618,2016|2019|2024|2023|2022|2025|2020|2025|2021|2022
1619,2022|2025|2021|2021|2019|2017|2019|2023|2023|2021
1620,2019|2019|2023|2021|2017|2018|2023|2016|2017|2020
1621,2020|2017|2017|2016|2016|2024|2024|2021|2025|2021
1622,2024|2018|2017|2021|2023|2019|2025|2024|2022|2023
1623,2016|2019|2022|2023|2022|2016|2021|2021|2023|2019
1624,2021|2017|2019|2025|2016|2024|2020|2017|2017|2020
1625,2017|2016|2018|2022|2019|2021|2020|2025|2023|2018
1626,2018|2023|2018|2023|2017|2023|2024|2021|2025|2016
1627,2023|2023|2020|2018|2016|2021|2018|2016|2025|2023
1628,2024|2024|2017|2021|2016|2024|2021|2021|2020|2019
1629,2019|2016|2022|2019|2025|2016|2023|2024|2017|2023
1630,2025|2021|2017|2023|2017|2016|2017|2017|2025|2016
1631,2024|2023|2023|2019|2018|2017|2025|2023|2017|2022
1632,2024|2023|2017|2023|2021|2025|2024|2021|2020|2021
1633,2021|2018|2017|2020|2024|2018|2020|2020|2025|2017
1634,2023|2025|2016|2021|2022|2024|2024|2024|2017|2018
1635,2018|2020|2023|2016|2018|2019|2016|2017|2022|2018
1636,2018|2020|2025|2019|2025|2025|2024|2019|2024|2018
1637,2025|2024|2021|2020|2025|2025|2020|2017|2025|2017
1638,2024|2019|2023|2019|2018|2019|2023|2021|2019|2024
1639,2020|2025|2023|2022|2021|2020|2020|2018|2021|2025
1640,2020|2018|2021|2018|2019|2022|2019|2024|2016|2023
1641,2017|2017|2019|2023|2024|2022|2020|2016|2018|2019
1642,2020|2017|2021|2024|2024|2017|2019|2022|2020|2021
1643,2025|2018|2018|2024|2017|2025|2016|2020|2025|2016
1644,2020|2023|2017|2016|2022|2017|2016|2025|2024|2023
1645,2019|2025|2023|2022|2018|2017|2018|2018|2018|2022
1646,2024|2021|2018|2021|2020|2019|2025|2019|2017|2017
1647,2021|2024|2019|2018|2020|2021|2021|2021|2016|2018
1648,2025|2017|2025|2018|2023|2018|2022|2025|2020|2025
1649,2023|2022|2024|2019|2020|2018|2025|2023|2023|2020
1650,2023|2021|2024|2023|2019|2023|2025|2019|2017|2019
1651,2023|2022|2021|2018|2025|2017|2019|2019|2021|2022
1652,2023|2024|2022|2024|2022|2020|2022|2025|2022|2021
1653,2019|2017|2022|2016|2024|2021|2018|2016|2020|2020
1654,2023|2016|2022|2021|2021|2024|2019|2016|2021|2023
1655,2018|2020|2021|2020|2021|2018|2016|2018|2016|2017
1656,2021|2017|2023|2023|2019|2016|2016|2019|2020|2023
1657,2020|2020|2019|2016|2022|2025|2025|2018|2018|2023
1658,2024|2023|2019|2020|2022|2024|2020|2020|2017|2025
1659,2021|2016|2020|2023|2016|2022|2019|2020|2018|2022
1660,2018|2022|2025|2022|2020|2020|2020|2022|2019|2023
1661,2017|2022|2019|2023|2018|2022|2016|2022|2021|2019
1662,2019|2025|2023|2016|2019|2024|2024|2018|2017|2017
1663,2018|2024|2020|2021|2016|2024|2020|2024|2019|2017
1664,2025|2017|2025|2017|2018|2021|2020|2016|2016|2017
1665,2016|2018|2023|2016|2023|2020|2025|2017|2021|2024
1666,2023|2017|2021|2019|2021|2018|2016|2019|2024|2019
1667,2022|2021|2018|2023|2020|2020|2023|2016|2025|2018
1668,2025|2019|2018|2020|2022|2021|2024|2023|2016|2020
1669,2022|2021|2016|2023|2016|2023|2017|2020|2019|2022
1670,2018|2019|2019|2016|2022|2024|2024|2020|2017|2021
1671,2024|2024|2016|2021|2022|2018|2021|2019|2019|2022
1672,2021|2024|2016|2018|2016|2022|2025|2018|2023|2023
1673,2025|2017|2018|2025|2023|2017|2019|2019|2025|2016
1674,2017|2024|2018|2016|2022|2021|2023|2022|2020|2020
1675,2017|2020|2021|2025|2017|2016|2016|2017|2019|2017
1676,2025|2023|2025|2019|2023|2025|2020|2018|2020|2019
1677,2023|2018|2021|2020|2016|2025|2025|2025|2023|2022
1678,2025|2020|2024|2025|2020|2019|2022|2019|2020|2024
1679,2018|2020|2021|2025|2020|2025|2023|2022|2022|2018
1680,2025|2022|2022|2020|2019|2019|2019|2024|2023|2020
1681,2023|2019|2024|2017|2016|2025|2020|2017|2019|2025
1682,2021|2022|2018|2019|2021|2020|2023|2021|2020|2023
1683,2023|2024|2025|2016|2019|2019|2018|2020|2016|2022
1684,2017|2018|2022|2023|2016|2023|2017|2017|2017|2021
1685,2019|2019|2024|2019|2022|2022|2021|2021|2024|2023
1686,2025|2025|2024|2016|2022|2021|2025|2023|2022|2025
1687,2022|2020|2021|2025|2025|2018|2021|2025|2020|2020
1688,2021|2025|2022|2018|2017|2016|2018|2021|2023|2021
1689,2022|2023|2018|2021|2018|2025|2025|2018|2023|2025
1690,2023|2020|2025|2019|2022|2025|2018|2019|2017|2022
1691,2022|2018|2022|2023|2022|2016|2021|2021|2017|2025
1692,2019|2025|2021|2016|2023|2022|2018|2024|2022|2019
1693,2017|2022|2017|2019|2019|2023|2016|2018|2017|2023
1694,2021|2023|2020|2019|2018|2016|2020|2017|2022|2021
1695,2020|2016|2025|2023|2016|2023|2025|2021|2023|2018
1696,2019|2017|2021|2024|2021|2023|2023|2017|2023|2017
1697,2018|2024|2021|2020|2022|2016|2020|2017|2019|2022
1698,2017|2019|2024|2019|2018|2017|2021|2024|2025|2022
1699,2017|2018|2020|2018|2017|2022|2019|2020|2018|2020
1700,2019|2020|2017|2019|2018|2025|2020|2024|2022|2025
1701,2018|2024|2025|2024|2019|2018|2023|2018|2017|2017
1702,2017|2020|2017|2019|2022|2023|2024|2021|2017|2021
1703,2017|2024|2025|2023|2019|2023|2019|2022|2025|2020
1704,2016|2023|2016|2017|2024|2017|2024|2025|2022|2023
1705,2024|2024|2018|2017|2018|2025|2025|2021|2020|2024
1706,2023|2023|2022|2017|2022|2022|2025|2018|2023|2017
1707,2025|2017|2018|2022|2017|2025|2024|2025|2021|2021
1708,2024|2022|2016|2025|2017|2024|2017|2022|2022|2021
1709,2024|2016|2025|2022|2017|2024|2016|2017|2021|2017
1710,2020|2025|2025|2022|2021|2018|2019|2019|2016|2025
1711,2016|2016|2023|2023|2017|2018|2021|2016|2025|2024
1712,2024|2019|2017|2024|2023|2018|2025|2020|2019|2025
1713,2024|2021|2018|2016|2023|2022|2019|2017|2016|2021
1714,2018|2025|2016|2024|2021|2023|2019|2024|2019|2019
1715,2016|2019|2018|2025|2018|2022|2020|2020|2021|2017
1716,2019|2018|2021|2023|2025|2024|2021|2022|2016|2021
1717,2016|2023|2021|2016|2024|2024|2022|2019|2020|2021
1718,2019|2017|2017|2017|2020|2022|2020|2018|2025|2025
1719,2016|2021|2020|2018|2023|2021|2022|2019|2021|2020
1720,2023|2024|2016|2025|2023|2018|2019|2022|2024|2020
1721,2025|2021|2023|2020|2021|2023|2021|2017|2020|2024
1722,2022|2023|2022|2017|2024|2022|2021|2025|2023|2025
